fichier,type_page1,faisabilite,detail
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P13.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (126.0pt vs médiane 4.4pt) détecté en haut de page (candidat: '!') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=568, image_area_ratio=0.00, n_outliers_top=11"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P14.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'SMV 13-4') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=556, image_area_ratio=0.00, n_outliers_top=19"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P15.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (111.0pt vs médiane 4.4pt) détecté en haut de page (candidat: '!') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=422, image_area_ratio=0.00, n_outliers_top=7"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P16.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'SMV 13-3') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=406, image_area_ratio=0.00, n_outliers_top=9"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P17.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (111.7pt vs médiane 5.2pt) détecté en haut de page (candidat: '!') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=530, image_area_ratio=0.00, n_outliers_top=4"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P18.pdf,"sommaire / table des matières (linéaire, dense)",OUI — méthode d'ancrage titre validée (études REG1/REG2 de cette session),n_spans=304
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P19.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (18.0pt vs médiane 5.2pt) détecté en haut de page (candidat: '^_') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=632, image_area_ratio=0.00, n_outliers_top=9"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P20.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (123.7pt vs médiane 5.2pt) détecté en haut de page (candidat: '!') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=574, image_area_ratio=0.00, n_outliers_top=5"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P21.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (126.0pt vs médiane 4.4pt) détecté en haut de page (candidat: '!') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=562, image_area_ratio=0.00, n_outliers_top=8"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P22.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (111.0pt vs médiane 5.2pt) détecté en haut de page (candidat: '!') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=741, image_area_ratio=0.00, n_outliers_top=18"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P23.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (18.0pt vs médiane 4.4pt) détecté en haut de page (candidat: '^_') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=509, image_area_ratio=0.00, n_outliers_top=15"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P24.pdf,"sommaire / table des matières (linéaire, dense)",OUI — méthode d'ancrage titre validée (études REG1/REG2 de cette session),n_spans=277
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P25.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.7pt vs médiane 4.4pt) détecté en haut de page (candidat: 'i') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=619, image_area_ratio=0.00, n_outliers_top=85"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P26.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (126.0pt vs médiane 4.4pt) détecté en haut de page (candidat: '!') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=443, image_area_ratio=0.00, n_outliers_top=9"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P27.pdf,"sommaire / table des matières (linéaire, dense)",OUI — méthode d'ancrage titre validée (études REG1/REG2 de cette session),n_spans=160
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P28.pdf,"sommaire / table des matières (linéaire, dense)",OUI — méthode d'ancrage titre validée (études REG1/REG2 de cette session),n_spans=357
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P29.pdf,"sommaire / table des matières (linéaire, dense)",OUI — méthode d'ancrage titre validée (études REG1/REG2 de cette session),n_spans=361
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P30.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (111.7pt vs médiane 4.9pt) détecté en haut de page (candidat: '!') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=472, image_area_ratio=0.00, n_outliers_top=33"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P31.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (18.0pt vs médiane 5.2pt) détecté en haut de page (candidat: '^_') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=519, image_area_ratio=0.00, n_outliers_top=5"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P32.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (111.7pt vs médiane 5.2pt) détecté en haut de page (candidat: '!') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=511, image_area_ratio=0.00, n_outliers_top=4"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P33.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (125.2pt vs médiane 5.2pt) détecté en haut de page (candidat: '!') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=508, image_area_ratio=0.00, n_outliers_top=11"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P34.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (126.0pt vs médiane 4.4pt) détecté en haut de page (candidat: '!') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=470, image_area_ratio=0.00, n_outliers_top=17"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P35.pdf,"sommaire / table des matières (linéaire, dense)",OUI — méthode d'ancrage titre validée (études REG1/REG2 de cette session),n_spans=396
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P36.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (126.0pt vs médiane 5.2pt) détecté en haut de page (candidat: '!') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=751, image_area_ratio=0.00, n_outliers_top=9"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P37.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (126.0pt vs médiane 4.4pt) détecté en haut de page (candidat: '!') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=561, image_area_ratio=0.00, n_outliers_top=25"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P38.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 5.2pt) détecté en haut de page (candidat: 'SMV 16-32 Grande avenue de la Villa de la Réunion') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=529, image_area_ratio=0.00, n_outliers_top=1"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P39.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (126.0pt vs médiane 4.4pt) détecté en haut de page (candidat: '!') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=588, image_area_ratio=0.00, n_outliers_top=23"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P40.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (125.2pt vs médiane 4.4pt) détecté en haut de page (candidat: '!') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=975, image_area_ratio=0.00, n_outliers_top=11"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P42.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (126.0pt vs médiane 5.2pt) détecté en haut de page (candidat: '!') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1145, image_area_ratio=0.00, n_outliers_top=8"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P44.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (7.9pt vs médiane 4.4pt) détecté en haut de page (candidat: '4m') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=508, image_area_ratio=0.00, n_outliers_top=6"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P45.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (7.9pt vs médiane 4.4pt) détecté en haut de page (candidat: '3m') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=409, image_area_ratio=0.00, n_outliers_top=3"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P46.pdf,"sommaire / table des matières (linéaire, dense)",OUI — méthode d'ancrage titre validée (études REG1/REG2 de cette session),n_spans=257
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P47.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (110.2pt vs médiane 4.4pt) détecté en haut de page (candidat: '!') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=618, image_area_ratio=0.00, n_outliers_top=21"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P48.pdf,"sommaire / table des matières (linéaire, dense)",OUI — méthode d'ancrage titre validée (études REG1/REG2 de cette session),n_spans=249
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P49.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.7pt vs médiane 4.9pt) détecté en haut de page (candidat: 'i') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=793, image_area_ratio=0.00, n_outliers_top=188"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P50.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (18.0pt vs médiane 4.4pt) détecté en haut de page (candidat: '^') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=453, image_area_ratio=0.00, n_outliers_top=17"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P51.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (18.0pt vs médiane 4.4pt) détecté en haut de page (candidat: '^') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2402, image_area_ratio=0.00, n_outliers_top=45"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P54.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.4pt) détecté en haut de page (candidat: 'SMV 19-18 Butte Bergeyre') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=574, image_area_ratio=0.00, n_outliers_top=1"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P55.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (18.0pt vs médiane 3.7pt) détecté en haut de page (candidat: '^_') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=800, image_area_ratio=0.00, n_outliers_top=54"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P56.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (11.2pt vs médiane 4.4pt) détecté en haut de page (candidat: '!') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=718, image_area_ratio=0.00, n_outliers_top=85"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P57.pdf,"sommaire / table des matières (linéaire, dense)",OUI — méthode d'ancrage titre validée (études REG1/REG2 de cette session),n_spans=390
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P58.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.7pt vs médiane 5.2pt) détecté en haut de page (candidat: 'i') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1054, image_area_ratio=0.00, n_outliers_top=152"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P59.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (18.0pt vs médiane 4.4pt) détecté en haut de page (candidat: '^') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=836, image_area_ratio=0.00, n_outliers_top=40"
Ressources/PLU bioclimatique/Règlement/Pièces écrites/Tome 1/REG1_MS1.pdf,couverture / page de titre (linéaire),"OUI — plus grande taille de police en haut de page (méthode gap-Y validée sur PADD.pdf, OAP_BARTHOLOME_BRANCION.pdf)","n_spans=18, max_size=20.0, median_size=9.5, image_area_ratio=1.00"
Ressources/PLU bioclimatique/Règlement/Pièces écrites/Tome 2/REG2A10_1DE2_MS1.pdf,couverture / page de titre (linéaire),"OUI — plus grande taille de police en haut de page (méthode gap-Y validée sur PADD.pdf, OAP_BARTHOLOME_BRANCION.pdf)","n_spans=6, max_size=20.0, median_size=15.0, image_area_ratio=1.00"
Ressources/PLU bioclimatique/Règlement/Pièces écrites/Tome 2/REG2A10_2DE2_MS1.pdf,couverture / page de titre (linéaire),"OUI — plus grande taille de police en haut de page (méthode gap-Y validée sur PADD.pdf, OAP_BARTHOLOME_BRANCION.pdf)","n_spans=18, max_size=20.0, median_size=10.0, image_area_ratio=1.00"
Ressources/PLU bioclimatique/Règlement/Pièces écrites/Tome 2/REG2A1_MS1.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (20.0pt vs médiane 10.0pt) détecté en haut de page (candidat: 'RÈGLEMENT ') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=23, image_area_ratio=1.00, n_outliers_top=1"
